title,price,location,area_m2,rooms,bathrooms,property_type,url,garden,terrace,garage,elevator,swimming_pool,doorman,cellar,air_conditioning,heating,security,double_glazing,reinforced_door,equipped_kitchen,scraped_at
A Vendre: Un S3 de Luxe à AFH2 Mrezga,540000.0,"Cité El Wafa, Nabeul",158.0,3.0,,,https://www.mubawab.tn/fr/a/8013125/a-vendre-un-s3-de-luxe-%C3%A0-afh2-mrezga,0,1,1,1,1,1,0,1,1,1,1,1,1,2026-02-06 21:03:40
,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,2026-02-06 21:03:40
"S2 de 95,78m² et une terrasses de 23,80m²",395000.0,"Ain Zaghouan Nord,
								La Marsa",119.0,2.0,,,https://www.mubawab.tn/fr/pa/8053106/s2-de-95-78m%C2%B2-et-une-terrasses-de-23-80m%C2%B2,1,0,0,1,0,0,0,1,1,1,1,1,1,2026-02-06 21:03:43
Superbe S2 avec place de parking à vendre à Sousse Jaouhara,330000.0,Sousse Jaouhara,114.0,2.0,1.0,,https://www.mubawab.tn/fr/pa/8130940/superbe-s2-avec-place-de-parking-%C3%A0-vendre-%C3%A0-sousse-jaouhara,0,0,1,1,0,1,0,1,1,1,1,1,1,2026-02-06 21:03:43
S1 de 57 m² Direct Promoteur à Residence Athouraya,135000.0,Raoued,57.0,1.0,1.0,,https://www.mubawab.tn/fr/pa/7985900/s1-de-57-m%C2%B2-direct-promoteur-%C3%A0-residence-athouraya,0,0,0,1,0,0,0,1,1,1,1,1,1,2026-02-06 21:03:43
Villa individuelle en S7 En Vente,370000.0,La Manouba,317.0,7.0,1.0,Villa,https://www.mubawab.tn/fr/a/8190189/villa-individuelle-en-s7-en-vente,1,1,0,0,0,0,1,0,0,0,0,0,0,2026-02-06 21:03:43
A vendre s2 à la soukra avec titre individuel,405000.0,La Soukra,124.0,2.0,,,https://www.mubawab.tn/fr/a/8269262/a-vendre-s2-%C3%A0-la-soukra-avec-titre-individuel,0,1,1,1,0,1,0,1,1,1,1,1,1,2026-02-06 21:03:43
A vendre S1 neuf au jardin de Carthage,343000.0,"Les Jardins de Carthage,
								Le Kram",70.0,1.0,1.0,,https://www.mubawab.tn/fr/a/8293784/a-vendre-s1-neuf-au-jardin-de-carthage,0,1,1,1,0,1,0,1,1,1,1,1,1,2026-02-06 21:03:43
À vendre appartement S2 neuf à Gammarth Forêt,345000.0,"Gammarth,
								La Marsa",115.0,2.0,,Appartement,https://www.mubawab.tn/fr/a/8284280/%C3%A0-vendre-appartement-s2-neuf-%C3%A0-gammarth-for%C3%AAt,0,0,0,0,0,0,0,1,1,0,1,1,1,2026-02-06 21:03:43
Résidence NOUR,,"Les Jardins de Carthage, Le Kram",,,,,https://www.mubawab.tn/fr/p/3721/r%C3%A9sidence-nour,0,0,0,0,0,0,0,0,0,0,0,0,0,2026-02-06 21:03:43
A vendre villa 2000 m² à chotrana la soukra,3500000.0,"Chotrana 2,
								La Soukra",600.0,5.0,,Villa,https://www.mubawab.tn/fr/a/8114014/a-vendre-villa-2000-m%C2%B2-%C3%A0-chotrana-la-soukra,1,1,1,0,1,0,1,1,1,1,1,0,1,2026-02-06 21:03:43
Immeuble à La Marsa,750000.0,"La Marsa, La Marsa",99.0,4.0,,Immeuble,https://www.mubawab.tn/fr/a/8120725/immeuble-%C3%A0-la-marsa,0,0,0,0,0,0,0,0,0,0,0,0,0,2026-02-06 21:03:43
A vendre deux maisons à Hammamet Sud,390000.0,"Hammamet Sud, Hammamet",500.0,4.0,,Maison,https://www.mubawab.tn/fr/a/8290599/a-vendre-deux-maisons-%C3%A0-hammamet-sud,0,0,0,0,0,0,0,0,0,0,0,0,0,2026-02-06 21:03:43
A vendre un appartement s3 situé à Hammamet,,"Hammamet, Hammamet",135.0,3.0,1.0,Appartement,https://www.mubawab.tn/fr/a/8290583/a-vendre-un-appartement-s3-situ%C3%A9-%C3%A0-hammamet,0,1,0,0,0,0,0,1,1,0,0,0,1,2026-02-06 21:03:43
A vendre un appartement s2 à Hammamet,,"Hammamet, Hammamet",80.0,2.0,1.0,Appartement,https://www.mubawab.tn/fr/a/8290576/a-vendre-un-appartement-s2-%C3%A0-hammamet,0,0,0,0,0,0,0,1,0,0,0,0,0,2026-02-06 21:03:43
A vendre villa avec piscine a cité el wafa,1050000.0,"Cité El Wafa, Nabeul",390.0,4.0,,Villa,https://www.mubawab.tn/fr/a/8290571/a-vendre-villa-avec-piscine-a-cit%C3%A9-el-wafa,1,1,1,0,1,0,1,1,1,1,1,1,1,2026-02-06 21:03:43
Villa des années 50 entièrement rénovée à Menzah1,1850000.0,"El Menzah 1, El Menzah",450.0,8.0,,Villa,https://www.mubawab.tn/fr/a/8290564/villa-des-ann%C3%A9es-50-enti%C3%A8rement-r%C3%A9nov%C3%A9e-%C3%A0-menzah1,1,1,1,0,0,1,1,1,1,0,0,1,1,2026-02-06 21:03:43
A vendre un s2 à hergla,260000.0,"Hergla, Hergla",101.0,2.0,1.0,,https://www.mubawab.tn/fr/a/8239958/a-vendre-un-s2-%C3%A0-hergla,0,1,1,0,0,0,0,0,1,1,0,0,0,2026-02-06 21:03:43
Très belle villa,320000.0,"Medenine, Medenine",200.0,4.0,,Villa,https://www.mubawab.tn/fr/a/8290549/tr%C3%A8s-belle-villa,1,1,1,0,0,0,0,0,0,0,0,0,1,2026-02-06 21:03:43
Somptueuse villa à vendre. 8 pièces. Fenêtres avec double vi...,440000.0,"Bou Argoub, Bou Argoub",250.0,4.0,,Villa,https://www.mubawab.tn/fr/a/8263695/somptueuse-villa-%C3%A0-vendre-8-pi%C3%A8ces-fen%C3%AAtres-avec-double-vitrage-et-porte-blind%C3%A9e,1,0,1,0,0,0,1,0,0,0,1,1,1,2026-02-06 21:03:43
Triplex UV4 sur la route X GRAND POTENTIEL,720000.0,"El Menzah 4, El Menzah",200.0,6.0,,,https://www.mubawab.tn/fr/a/8286708/triplex-uv4-sur-la-route-x-grand-potentiel,0,1,0,0,0,0,0,1,1,0,0,0,0,2026-02-06 21:03:43
À vendre Super villa s3 et 3 appartements s2,710000.0,"Soliman, Soliman",400.0,11.0,,Villa,https://www.mubawab.tn/fr/a/7921379/%C3%A0-vendre-super-villa-s3-et-3-appartements-s2,1,1,1,0,0,0,1,1,1,1,1,1,1,2026-02-06 21:03:43
S3 à vendre aux jardins de l'Aouina,299000.0,"Aouina, La Marsa",133.0,3.0,,,https://www.mubawab.tn/fr/a/8283638/s3-%C3%A0-vendre-aux-jardins-de-l-aouina,0,1,0,1,0,1,0,1,1,1,1,1,1,2026-02-06 21:03:43
Appart S3 Mourouj1 Chauffage central parking inclu,157000.0,"Cité Alyssa 2, El Mourouj",104.0,3.0,1.0,,https://www.mubawab.tn/fr/a/8290453/appart-s3-mourouj1-chauffage-central-parking-inclu,1,1,1,0,0,1,0,1,1,0,0,0,0,2026-02-06 21:03:43
"Bel appartement à vendre à Zone touristique. 
2 pièces",150000.0,"Zone touristique, Midoun",124.0,3.0,1.0,Appartement,https://www.mubawab.tn/fr/a/8290400/bel-appartement-%C3%A0-vendre-%C3%A0-zone-touristique-2-pi%C3%A8ces,0,0,0,0,0,0,0,0,0,0,0,0,0,2026-02-06 21:03:43
"À Vendre à Djerba: Immeuble 4 Studios 2 Garages, à 5 min du...",550000.0,"Houmt Souk, Houmt Souk",300.0,6.0,,Studio,https://www.mubawab.tn/fr/a/8240484/%C3%A0-vendre-%C3%A0-djerba-immeuble-4-studios-2-garages-%C3%A0-5-min-du-centre-ville,0,0,0,0,0,0,0,0,0,0,0,0,0,2026-02-06 21:03:43
Appartement S2 Direct promoteur avec Piscine,730000.0,"Gammarth, La Marsa",137.0,2.0,,Appartement,https://www.mubawab.tn/fr/a/8290346/appartement-s2-direct-promoteur-avec-piscine,1,1,1,0,1,1,0,1,1,0,0,0,1,2026-02-06 21:03:43
Immeuble situé à Chatt Mariem,540000.0,"Hergla, Hergla",140.0,2.0,,Immeuble,https://www.mubawab.tn/fr/a/8290331/immeuble-situ%C3%A9-%C3%A0-chatt-mariem,1,1,1,0,0,0,0,0,0,0,0,0,0,2026-02-06 21:03:43
Immeuble situé à Chatt Mariem,940000.0,"Hergla, Hergla",140.0,2.0,,Immeuble,https://www.mubawab.tn/fr/a/8290315/immeuble-situ%C3%A9-%C3%A0-chatt-mariem,0,1,1,0,0,0,1,0,1,1,0,0,0,2026-02-06 21:03:43
Villa de 500m2 sur terrain de 667 m² à Menzah 6,1395000.0,"El Menzah 6, Ariana Ville",667.0,6.0,,Villa,https://www.mubawab.tn/fr/a/7932932/villa-de-500m2-sur-terrain-de-667-m%C2%B2-%C3%A0-menzah-6,1,0,1,0,0,0,0,0,1,0,0,0,0,2026-02-06 21:03:43
Triplex s3 de 180m2 a les UV4 menzah 6,440000.0,"El Menzah 6, Ariana Ville",220.0,3.0,,,https://www.mubawab.tn/fr/a/8126376/triplex-s3-de-180m2-a-les-uv4-menzah-6,0,1,1,0,0,0,1,0,1,0,0,0,0,2026-02-06 21:03:43
A Vendre S3 vue mer à AFH2,680000.0,"Cité El Wafa, Nabeul",178.0,3.0,,,https://www.mubawab.tn/fr/a/8290195/a-vendre-s3-vue-mer-%C3%A0-afh2,0,1,1,1,1,1,0,1,1,1,1,1,1,2026-02-06 21:03:43
S1 cote clinique amilcar,220000.0,"Cité Ennasr 2, Ariana Ville",72.0,1.0,1.0,,https://www.mubawab.tn/fr/a/8254365/s1-cote-clinique-amilcar,0,0,0,0,0,0,0,0,0,0,0,0,0,2026-02-06 21:03:43
Al-Nafidha est un quartier de travail,130000000.0,"Enfidha, Enfidha",140.0,4.0,1.0,,https://www.mubawab.tn/fr/a/8289301/al-nafidha-est-un-quartier-de-travail,0,0,1,0,0,0,0,0,0,0,0,0,0,2026-02-06 21:03:43
A vendre maison au rez de chaussée Hammamet Sud:,180000.0,"Hammamet Sud, Hammamet",90.0,2.0,1.0,Maison,https://www.mubawab.tn/fr/a/8263569/a-vendre-maison-au-rez-de-chauss%C3%A9e-hammamet-sud-,0,1,0,0,0,0,0,0,0,0,0,0,0,2026-02-06 21:03:43
,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,2026-02-06 21:03:43
Bel appartement à vendre à Ain Zaghouan Nord,407000.0,"Ain Zaghouan Nord, La Marsa",110.0,2.0,1.0,Appartement,https://www.mubawab.tn/fr/pa/8053107/bel-appartement-%C3%A0-vendre-%C3%A0-ain-zaghouan-nord,1,0,0,1,0,1,0,1,1,1,1,1,1,2026-02-06 21:03:45
Fabuleux S2 avec place de parking à vendre à Sousse Jaouhara,348000.0,"Sousse Jaouhara, Sousse Jaouhara",121.0,2.0,1.0,,https://www.mubawab.tn/fr/pa/8130942/fabuleux-s2-avec-place-de-parking-%C3%A0-vendre-%C3%A0-sousse-jaouhara,0,0,1,1,0,1,0,1,1,1,1,1,1,2026-02-06 21:03:45
Un spacieux S4 avec un jardin de 238m²,550000.0,"Raoued, Raoued",164.0,4.0,,,https://www.mubawab.tn/fr/pa/7986297/un-spacieux-s4-avec-un-jardin-de-238m%C2%B2,1,1,1,0,0,0,0,1,1,1,1,1,1,2026-02-06 21:03:45
A vendre Duplex S4 à Chotrana I,850000.0,"Chotrana 1, La Soukra",190.0,4.0,,Duplex,https://www.mubawab.tn/fr/a/7872801/a-vendre-duplex-s4-%C3%A0-chotrana-i,1,1,1,1,1,1,1,1,1,1,1,1,1,2026-02-06 21:03:45
Villa jumelée S4 neuve à vendre à la Soukra,1500000.0,"La Soukra, La Soukra",300.0,4.0,,Villa,https://www.mubawab.tn/fr/a/8250600/villa-jumel%C3%A9e-s4-neuve-%C3%A0-vendre-%C3%A0-la-soukra,1,1,1,0,1,1,0,1,1,1,1,1,1,2026-02-06 21:03:45
A vendre une superbe villa à chotrana2,,"Chotrana 2, La Soukra",490.0,5.0,,Villa,https://www.mubawab.tn/fr/a/8255004/a-vendre-une-superbe-villa-%C3%A0-chotrana2,1,1,1,0,1,0,0,1,1,1,1,1,1,2026-02-06 21:03:45
S2 de 128m² vue canal à la Marina,550000.0,"Yasmine Hammamet, Hammamet",128.0,2.0,1.0,,https://www.mubawab.tn/fr/a/8162200/s2-de-128m%C2%B2-vue-canal-%C3%A0-la-marina,0,1,0,0,1,1,0,1,0,0,0,0,1,2026-02-06 21:03:45
Le projet immobilier Résidence Emna,,"Cité el Ghazela, Raoued",,,,,https://www.mubawab.tn/fr/p/4086/le-projet-immobilier-r%C3%A9sidence-emna%C2%A0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026-02-06 21:03:45
À vendre villa S3 Hammamet Sud,790000.0,"Hammamet Sud, Hammamet",500.0,3.0,,Villa,https://www.mubawab.tn/fr/a/8231883/%C3%A0-vendre-villa-s3-hammamet-sud,1,1,1,0,1,0,1,1,1,1,1,1,1,2026-02-06 21:03:45
Magnifique Villa à Tazarka à 3 min de Plage,400000.0,"Tazarka, Tazarka",280.0,3.0,1.0,Villa,https://www.mubawab.tn/fr/a/8290232/magnifique-villa-%C3%A0-tazarka-%C3%A0-3-min-de-plage,1,1,1,0,0,0,1,1,0,1,1,0,1,2026-02-06 21:03:45
A vendre appartement S4 à Riadh andalous,,"Riadh al Andalous, Ariana Ville",162.0,4.0,,Appartement,https://www.mubawab.tn/fr/a/8269845/a-vendre-appartement-s4-%C3%A0-riadh-andalous,0,1,1,0,0,1,0,1,1,0,0,0,1,2026-02-06 21:03:45
A vendre Appartement S2 à jardin d'el Menzah 2,295000.0,"Les Jardins d'El Menzah 2, Ariana Ville",109.0,2.0,1.0,Appartement,https://www.mubawab.tn/fr/a/8257524/a-vendre-appartement-s2-%C3%A0-jardin-d-el-menzah-2,1,0,0,0,0,0,0,1,1,0,0,0,1,2026-02-06 21:03:45
A Vendre Appartement S3 à Ennasr 2,310000.0,"Cité Ennasr 2, Ariana Ville",180.0,3.0,,Appartement,https://www.mubawab.tn/fr/a/8252450/a-vendre-appartement-s3-%C3%A0-ennasr-2,0,1,1,0,0,0,0,0,0,0,0,0,1,2026-02-06 21:03:45
Appartement S2 à Vendre à Riadh Landalous Ennahli,280000.0,"Riadh al Andalous, Ariana Ville",100.0,2.0,1.0,Appartement,https://www.mubawab.tn/fr/a/8158506/appartement-s2-%C3%A0-vendre-%C3%A0-riadh-landalous-ennahli,0,1,0,0,0,0,0,1,1,0,0,0,1,2026-02-06 21:03:45
A Vendre Appartement S1 à Ennasr,170000.0,"Cité Ennasr 1, Ariana Ville",64.0,1.0,1.0,Appartement,https://www.mubawab.tn/fr/a/8275642/a-vendre-appartement-s1-%C3%A0-ennasr,0,0,0,0,0,0,0,0,1,0,0,0,1,2026-02-06 21:03:45
A Vendre Appartement S3 à Ennasr 2,395000.0,"Cité Ennasr 2, Ariana Ville",155.0,3.0,,Appartement,https://www.mubawab.tn/fr/a/8282976/a-vendre-appartement-s3-%C3%A0-ennasr-2,0,1,1,1,0,0,0,1,1,0,0,0,1,2026-02-06 21:03:45
Appartement S2 Ain Zaghouan,295000.0,"Ain Zaghouan Nord, La Marsa",97.0,2.0,1.0,Appartement,https://www.mubawab.tn/fr/a/8226471/appartement-s2-ain-zaghouan,0,1,1,1,0,0,0,0,1,0,0,0,1,2026-02-06 21:03:45
Appartement S4 Ennaser 2,490000.0,"Cité Ennasr 2, Ariana Ville",190.0,4.0,1.0,Appartement,https://www.mubawab.tn/fr/a/8198773/appartement-s4-ennaser-2,0,1,1,0,0,0,0,0,1,0,0,0,1,2026-02-06 21:03:45
Villa jumelée en vente,550000.0,"Bizerte, Bizerte",196.0,,,Villa,https://www.mubawab.tn/fr/a/8290164/villa-jumel%C3%A9e-en-vente,0,0,0,0,0,0,0,0,0,0,0,0,1,2026-02-06 21:03:45
Maison à deux façades,255000.0,"Kalâa Kebira, Kalâa Kebira",235.0,4.0,,Maison,https://www.mubawab.tn/fr/a/8280089/maison-%C3%A0-deux-fa%C3%A7ades,1,1,1,0,0,0,1,1,0,1,0,0,0,2026-02-06 21:03:45
Une villa neuve à Hammamet à prix intéressant,530000.0,"Hammamet Nord, Hammamet",220.0,4.0,,Villa,https://www.mubawab.tn/fr/a/8290131/une-villa-neuve-%C3%A0-hammamet-%C3%A0-prix-int%C3%A9ressant,0,1,1,0,1,0,0,0,1,0,0,0,0,2026-02-06 21:03:45
Appartement S1 Jardin menzah 2,210000.0,"Les Jardins d'El Menzah 2, Ariana Ville",80.0,1.0,1.0,Appartement,https://www.mubawab.tn/fr/a/8283894/appartement-s1-jardin-menzah-2,1,1,1,1,0,0,0,1,1,1,0,0,1,2026-02-06 21:03:45
Maison inachevée 2583 m² a Harrouri Kelibia,270000.0,"Kélibia, Kélibia",225.0,3.0,,Maison,https://www.mubawab.tn/fr/a/8255044/maison-inachev%C3%A9e-2583-m%C2%B2-a-harrouri-kelibia,1,0,1,0,0,0,0,0,0,0,0,0,0,2026-02-06 21:03:45
Villa S3 avec piscine à Carthage,5200000.0,"Carthage, Carthage",550.0,3.0,,Villa,https://www.mubawab.tn/fr/a/8279564/villa-s3-avec-piscine-%C3%A0-carthage,1,1,1,0,1,0,1,1,1,1,1,1,1,2026-02-06 21:03:45
02 studios avec vue sur mer à haouaria,190000.0,"El Haouaria, El Haouaria",60.0,2.0,,Studio,https://www.mubawab.tn/fr/a/8244584/02-studios-avec-vue-sur-mer-%C3%A0-haouaria,0,1,0,0,0,0,0,0,0,0,0,0,0,2026-02-06 21:03:45
Appartement RDC avec entré indépendant à kélibia,165000.0,"Kélibia, Kélibia",90.0,2.0,1.0,Appartement,https://www.mubawab.tn/fr/a/8248417/appartement-rdc-avec-entr%C3%A9-ind%C3%A9pendant-%C3%A0-k%C3%A9libia,0,0,0,0,0,0,0,0,0,0,0,0,0,2026-02-06 21:03:45
Luxueuse Villa à kélibia,165000.0,"Kélibia, Kélibia",170.0,3.0,1.0,Villa,https://www.mubawab.tn/fr/a/7611817/luxueuse-villa-%C3%A0-k%C3%A9libia,0,0,1,0,0,0,0,0,0,0,0,0,0,2026-02-06 21:03:45
A vendre S3 luxueux avec belle terrasse,693000.0,"La Soukra, La Soukra",162.0,3.0,,,https://www.mubawab.tn/fr/a/8241852/a-vendre-s3-luxueux-avec-belle-terrasse,0,1,1,1,0,1,0,1,1,1,1,1,0,2026-02-06 21:03:45
Un duplex avec une vue panoramique,1350000.0,"Les Jardins de Carthage, Le Kram",224.0,4.0,,Duplex,https://www.mubawab.tn/fr/a/8192152/un-duplex-avec-une-vue-panoramique,0,1,1,1,0,1,0,1,1,1,1,1,1,2026-02-06 21:03:45
Villa de rêve à Carthage: Les pieds dans l'eau,4100000.0,"Salambo, Carthage",800.0,5.0,,Villa,https://www.mubawab.tn/fr/a/8178372/villa-de-r%C3%AAve-%C3%A0-carthage-les-pieds-dans-l-eau,1,1,1,0,0,0,1,1,1,1,1,1,1,2026-02-06 21:03:45
Une excellente opportunité,1350000.0,"La Marsa, La Marsa",440.0,5.0,,,https://www.mubawab.tn/fr/a/8276629/une-excellente-opportunit%C3%A9,1,0,0,0,0,0,0,0,0,0,0,0,0,2026-02-06 21:03:45
Vente / Duplex / Rénové / Omrane Supérieur,350000.0,"El Omrane Supérieur, El Omrane Superieur",150.0,3.0,,Duplex,https://www.mubawab.tn/fr/a/8285253/vente-duplex-r%C3%A9nov%C3%A9-omrane-sup%C3%A9rieur,0,1,1,0,0,0,0,0,0,0,0,0,0,2026-02-06 21:03:45
Vente / Triplex / Uv4 / Menzah 6,600000.0,"El Menzah 6, Ariana Ville",180.0,6.0,,,https://www.mubawab.tn/fr/a/8285268/vente-triplex-uv4-menzah-6,1,1,0,1,0,0,0,1,1,0,0,0,1,2026-02-06 21:03:45
,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,2026-02-06 21:03:45
"S2 de 96,70m² sur une terrasses de 9,60m²",373000.0,"Ain Zaghouan Nord, La Marsa",106.0,2.0,1.0,,https://www.mubawab.tn/fr/pa/8053108/s2-de-96-70m%C2%B2-sur-une-terrasses-de-9-60m%C2%B2,1,0,0,1,0,0,0,1,1,1,1,1,1,2026-02-06 21:03:48
Superbe appartement à vendre à Sousse Jaouhara. Avec place d...,333000.0,"Sousse Jaouhara, Sousse Jaouhara",116.0,2.0,1.0,Appartement,https://www.mubawab.tn/fr/pa/8130943/superbe-appartement-%C3%A0-vendre-%C3%A0-sousse-jaouhara-avec-place-de-parking,0,0,1,1,0,1,0,1,1,1,1,1,1,2026-02-06 21:03:48
S3 de 127m² Neuf à Residence Athouraya,295000.0,"Raoued, Raoued",127.0,3.0,,,https://www.mubawab.tn/fr/pa/7986302/s3-de-127m%C2%B2-neuf-%C3%A0-residence-athouraya,0,0,0,1,0,0,0,1,1,1,1,1,1,2026-02-06 21:03:48
À vendre villa S4 Hammamet Nord,,"Hammamet Nord, Hammamet",1717.0,4.0,,Villa,https://www.mubawab.tn/fr/a/8254660/%C3%A0-vendre-villa-s4-hammamet-nord,1,1,1,0,1,1,1,1,1,1,0,0,1,2026-02-06 21:03:48
À vendre S3 haut standing avec vue sur mer à Afh2,680000.0,"Cité El Wafa, Nabeul",178.0,3.0,,,https://www.mubawab.tn/fr/a/8291147/%C3%A0-vendre-s3-haut-standing-avec-vue-sur-mer-%C3%A0-afh2,0,1,1,1,1,1,0,1,1,1,1,0,1,2026-02-06 21:03:48
Villa individuelle en vente,2500000.0,"Gammarth Village, La Marsa",667.0,,,Villa,https://www.mubawab.tn/fr/a/8256025/villa-individuelle-en-vente,1,1,1,0,1,0,0,1,1,0,0,0,1,2026-02-06 21:03:48
A vendre Appartement S2 de 107 m² à la Nouvelle Me,230000.0,"Nouvelle Medina, Nouvelle Medina",107.0,2.0,1.0,Appartement,https://www.mubawab.tn/fr/a/8288416/a-vendre-appartement-s2-de-107-m%C2%B2-%C3%A0-la-nouvelle-me,0,1,0,0,0,0,0,0,0,0,0,0,0,2026-02-06 21:03:48
Résidence Alézia à La Marsa,890000.0,"La Marsa, La Marsa",,,,,https://www.mubawab.tn/fr/p/4174/r%C3%A9sidence-al%C3%A9zia-%C3%A0-la-marsa,0,0,0,0,0,0,0,0,0,0,0,0,0,2026-02-06 21:03:48
Villa S3 avec piscine à Gammarth,1580000.0,"Gammarth, La Marsa",,4.0,,Villa,https://www.mubawab.tn/fr/a/8198079/villa-s3-avec-piscine-%C3%A0-gammarth,1,1,1,0,1,1,1,1,1,1,1,1,1,2026-02-06 21:03:48
Vente / Appartement / S3 / Spacieux / Nord Hilton,490000.0,"Mutuelle Ville, El Menzah",168.0,3.0,,Appartement,https://www.mubawab.tn/fr/a/8285274/vente-appartement-s3-spacieux-nord-hilton,0,1,1,1,0,1,0,0,1,0,0,0,0,2026-02-06 21:03:48
Vente / Appartement / S1 / Jardin / Lac 2,550000.0,"Les Berges Du Lac 2, La Marsa",109.0,1.0,,Appartement,https://www.mubawab.tn/fr/a/8285289/vente-appartement-s1-jardin-lac-2,1,0,0,0,0,1,0,1,1,1,1,1,1,2026-02-06 21:03:48
Vente / Appartement / S1 / Cité Ennasr 2,230000.0,"Cité Ennasr 2, Ariana Ville",64.0,1.0,1.0,Appartement,https://www.mubawab.tn/fr/a/8285295/vente-appartement-s1-cit%C3%A9-ennasr-2,0,0,0,1,0,0,0,1,1,1,1,1,1,2026-02-06 21:03:48
Vente / Villa / Menzah 5,1600000.0,"El Menzah 5, Ariana Ville",400.0,6.0,,Villa,https://www.mubawab.tn/fr/a/8285279/vente-villa-menzah-5,1,1,0,0,0,0,0,1,1,0,0,0,0,2026-02-06 21:03:48
Vente / Villa / Menzah 5,960000.0,"El Menzah 5, Ariana Ville",220.0,3.0,1.0,Villa,https://www.mubawab.tn/fr/a/8283187/vente-villa-menzah-5,0,0,0,0,0,0,0,0,0,0,0,0,0,2026-02-06 21:03:48
Vente / Villa / Menzah 5,1500000.0,"El Menzah 5, Ariana Ville",500.0,6.0,,Villa,https://www.mubawab.tn/fr/a/8150295/vente-villa-menzah-5,1,1,1,0,1,0,1,0,0,0,0,1,0,2026-02-06 21:03:48
Vente / Villa / A rénover / Manar 1,1200000.0,"El Manar 1, El Menzah",300.0,6.0,,Villa,https://www.mubawab.tn/fr/a/8164042/vente-villa-a-r%C3%A9nover-manar-1,1,0,1,0,0,0,1,0,0,0,0,0,0,2026-02-06 21:03:48
Vente / Villa / Menzah 1,2500000.0,"El Menzah 1, El Menzah",547.0,5.0,,Villa,https://www.mubawab.tn/fr/a/8150340/vente-villa-menzah-1,1,1,1,0,1,0,1,1,1,0,1,1,1,2026-02-06 21:03:48
Vente / Appartement / S3 / Cité Les Palmeraies,330000.0,"Aouina, La Marsa",118.0,3.0,1.0,Appartement,https://www.mubawab.tn/fr/a/8237289/vente-appartement-s3-cit%C3%A9-les-palmeraies,0,1,1,1,0,1,0,1,1,1,0,0,1,2026-02-06 21:03:48
Villa / À Rénover / Menzah 7,1500000.0,"El Menzah 7, Ariana Ville",600.0,6.0,,Villa,https://www.mubawab.tn/fr/a/8150392/villa-%C3%A0-r%C3%A9nover-menzah-7,1,1,1,0,1,0,1,1,1,0,0,0,0,2026-02-06 21:03:48
Vente / Villa / Mutuelle Ville,2000000.0,"Mutuelle Ville, El Menzah",450.0,5.0,,Villa,https://www.mubawab.tn/fr/a/8149633/vente-villa-mutuelle-ville,1,1,1,0,0,0,0,0,0,0,0,0,0,2026-02-06 21:03:48
Vente / Bureau / H3 / MANAR 1,320000.0,"El Manar 1, El Menzah",120.0,3.0,,,https://www.mubawab.tn/fr/a/8149600/vente-bureau-h3-manar-1,0,1,0,1,0,1,0,1,1,0,0,0,0,2026-02-06 21:03:48
Vente / Villa / Usage Commercial / Manar 3,2300000.0,"El Manar 3, El Menzah",250.0,4.0,1.0,Villa,https://www.mubawab.tn/fr/a/8271835/vente-villa-usage-commercial-manar-3,0,0,0,0,0,0,0,0,0,0,0,0,0,2026-02-06 21:03:48
Vente / Villa / Usage Commercial / Menzah 5,3800000.0,"El Menzah 5, Ariana Ville",700.0,6.0,,Villa,https://www.mubawab.tn/fr/a/8271883/vente-villa-usage-commercial-menzah-5,0,0,0,0,0,0,0,0,0,0,0,0,0,2026-02-06 21:03:48
Vente / Appartement / S3 / Manar 1,330000.0,"El Manar 1, El Menzah",120.0,3.0,,Appartement,https://www.mubawab.tn/fr/a/8150881/vente-appartement-s3-manar-1,0,1,0,0,0,1,0,0,1,0,0,0,0,2026-02-06 21:03:48
Vente / Villa / Premier Juin / Mutuelle Ville,3500000.0,"Mutuelle Ville, El Menzah",400.0,4.0,,Villa,https://www.mubawab.tn/fr/a/8149644/vente-villa-premier-juin-mutuelle-ville,1,1,1,0,0,0,1,0,0,0,0,0,0,2026-02-06 21:03:48
Vente / Triplex / S5 / Manar 3,800000.0,"El Manar 3, El Menzah",264.0,5.0,,,https://www.mubawab.tn/fr/a/8150373/vente-triplex-s5-manar-3,1,1,1,0,0,1,0,0,1,0,0,0,1,2026-02-06 21:03:48
Maison à acheter à Sidi Daoued. Surface de 268 m². Ascenseur...,1050000.0,"Sidi Daoued, La Marsa",268.0,3.0,,Maison,https://www.mubawab.tn/fr/a/7778535/maison-%C3%A0-acheter-%C3%A0-sidi-daoued-surface-de-268-m%C2%B2-ascenseur-et-terrasse,1,1,1,1,0,1,0,1,1,1,1,1,1,2026-02-06 21:03:48
A vendre villa indépendante à Cité Erriadh,520000.0,"Sousse Riadh, Sousse Ville",326.0,4.0,,Villa,https://www.mubawab.tn/fr/a/8227933/a-vendre-villa-ind%C3%A9pendante-%C3%A0-cit%C3%A9-erriadh,1,0,1,0,0,0,1,1,1,0,0,0,1,2026-02-06 21:03:48
